,train_loss,train_acc,time
0,2.301117022662783,0.10697627931769722,12.447664737701416
1,2.295610449715718,0.17537313432835822,12.768290996551514
2,2.2689057214936215,0.2154184434968017,12.677504062652588
3,2.2145741547602835,0.19954357675906184,12.885432004928589
4,2.171212157969282,0.31766391257995735,11.682796955108643
5,2.118459584997661,0.37356743070362475,12.394715070724487
6,2.094870655394312,0.38096348614072495,13.214406251907349
7,2.0864518260650797,0.3819796108742004,12.224050045013428
8,2.081704751514931,0.3820462420042644,12.227360963821411
9,2.0722326355448155,0.3842950426439232,12.619913101196289
10,2.0463763326724203,0.4311700426439232,12.611030101776123
11,2.018462158596592,0.4916211353944563,12.101915121078491
12,1.9907577969372146,0.5454757462686567,11.693037986755371
13,1.9551452803713427,0.5672474680170576,11.518699884414673
14,1.9373470514313753,0.5745768923240938,11.674883127212524
15,1.9218017631756472,0.5894189765458422,11.63855504989624
16,1.9185201573981914,0.603394856076759,13.308881759643555
17,1.9061653771634295,0.6075593017057569,12.569244861602783
18,1.896674579775918,0.6106576492537313,11.981090068817139
19,1.890317705775629,0.613306236673774,12.490229845046997
