,train_loss,train_acc,time
0,2.2140654134852036,0.24891724413646055,18.471907138824463
1,2.009265977690723,0.48255930170575695,17.75567889213562
2,1.9293683586852637,0.5799240405117271,16.926424026489258
3,1.8835427912313547,0.6125566364605544,16.90608286857605
4,1.8703691809416325,0.6183368869936035,17.035107851028442
5,1.8639926156763837,0.6218017057569296,17.011363983154297
6,1.860054406530059,0.6237506663113006,17.692195177078247
7,1.857852950533316,0.6241337953091685,17.22677206993103
8,1.8560412081319895,0.6249000533049041,16.902701139450073
9,1.8548036718419365,0.6252665245202559,16.942394018173218
10,1.8536171193824393,0.6259994669509595,16.981507062911987
11,1.8522172584208345,0.626849013859275,17.059523820877075
12,1.8513799190267062,0.6271655117270789,17.005899906158447
13,1.8503818726742953,0.6275986140724946,17.864838123321533
14,1.8500528033099957,0.6277152185501066,16.912348747253418
15,1.5780189707080947,0.8927238805970149,7.108143091201782
16,1.5279597484989207,0.9381163379530917,7.0751190185546875
17,1.5132139015045247,0.9519256396588486,7.1715171337127686
18,1.5040256162442125,0.9606210021321961,7.172642946243286
19,1.4976614277754257,0.9670175906183369,7.076368093490601
