,train_loss,train_acc,time
0,2.281231352006957,0.16188033049040512,9.282253742218018
1,2.116241636688013,0.36743736673773986,9.398448944091797
2,2.052618544747326,0.41614472281449894,9.415836811065674
3,1.9944477570590688,0.4990005330490405,9.262176752090454
4,1.9641281751427315,0.5234708155650319,9.382827043533325
5,1.9509052451231332,0.5298840618336887,9.408138036727905
6,1.9335380258844859,0.550956156716418,9.256199836730957
7,1.9070057473711368,0.5807069562899787,9.392287969589233
8,1.8956376701784032,0.5868869936034116,9.684606313705444
9,1.8910469687315448,0.5888526119402985,9.647273063659668
