train_loss,train_acc,test_loss,test_acc
1.755803495327801,0.8011560501066098,1.58748961687088,0.9013000071048737
1.5752119700283385,0.9055670309168443,1.5575087428092957,0.9156000077724457
1.5564281513441856,0.915994802771855,1.5491278886795044,0.9203999996185303
1.5469533963752453,0.9226412579957356,1.5412462830543519,0.9273999929428101
1.5401730206983684,0.927671908315565,1.5357059121131897,0.9308000028133392
1.5348330445126939,0.9320862206823027,1.5317818760871886,0.9345999956130981
1.5301995858200577,0.9366837686567164,1.5281309485435486,0.9364999949932098
1.5263477802784966,0.9392157515991472,1.5257766962051391,0.9397000014781952
1.5227995629249604,0.9424973347547975,1.5227086424827576,0.942299997806549
1.520136047782166,0.9445795575692963,1.5207715392112733,0.9437000036239624
1.5170488283832444,0.9474780117270789,1.5196904301643372,0.9435000002384186
1.514880439111673,0.94926039445629,1.5172730684280396,0.9467000067234039
1.5125232976891085,0.9514925373134329,1.515691339969635,0.9472999989986419
1.5105646237381485,0.9529750799573561,1.5154446482658386,0.9474999964237213
1.508736478875695,0.9544909381663113,1.5140368938446045,0.949099999666214
1.5069393781202434,0.9562899786780383,1.5106448531150818,0.9514000058174134
1.5051241407770592,0.9583388859275054,1.5106523036956787,0.9518999934196473
1.5037924779503584,0.9594549573560768,1.5085262298583983,0.9539000034332276
1.5021100149734188,0.9609041844349681,1.50845867395401,0.9536999940872193
1.500881468436357,0.9619203091684435,1.5065269708633422,0.9550999999046326
1.4996524988206974,0.9629697494669509,1.5054152846336364,0.9566999971866608
1.498545802986698,0.9639525586353944,1.504582929611206,0.9573000013828278
1.4972997591185417,0.9654850746268657,1.5043257474899292,0.9580999970436096
1.4962569355710482,0.9663346215351812,1.5039300560951232,0.9583999991416932
1.4955981661007602,0.9672008262260128,1.5028814315795898,0.9587000012397766
1.4947859946090276,0.9678005063965884,1.5022220730781555,0.959500002861023
1.49385398994885,0.9683835287846482,1.5020676732063294,0.9592000067234039
1.493256179508624,0.9689998667377399,1.5004142999649048,0.9612000048160553
1.4925542445833495,0.9699826759061834,1.50028395652771,0.9625000059604645
1.491712897571165,0.9703491471215352,1.4997172355651855,0.9619999885559082
1.49100340912337,0.9711820362473348,1.499583613872528,0.9625
1.490577626075826,0.9714652185501066,1.5002694487571717,0.9613999903202057
1.4900729996817452,0.9717817164179104,1.4994797587394715,0.9623000085353851
1.4895965390876411,0.9723813965884861,1.4997807741165161,0.9619000017642975
1.4888429688746487,0.9732142857142857,1.4981258749961852,0.9629999995231628
1.4881916189752917,0.9738639392324094,1.4977138042449951,0.9642999947071076
1.4878359248897415,0.9739638859275054,1.4970474243164062,0.9646999955177307
1.4874443320323154,0.9744802771855011,1.497839617729187,0.9641999959945678
1.487172414499051,0.974596881663113,1.4968781113624572,0.9656999945640564
1.4864511614415183,0.9753131663113006,1.4977251291275024,0.9638000071048737
1.4864983978047808,0.9751132729211087,1.497300350666046,0.9638999938964844
1.4860459112409334,0.9758128997867804,1.496388328075409,0.965200001001358
1.4856892552202954,0.9761960287846482,1.4981105327606201,0.9633000075817109
1.485632649871078,0.9760794243070362,1.4975143909454345,0.9635999917984008
1.4852977627630173,0.976545842217484,1.4979273676872253,0.9633000075817109
1.485133903113001,0.9764625533049041,1.4970214724540711,0.9640000104904175
1.4849368608328326,0.9768789978678039,1.4979338645935059,0.9635999977588654
1.4851168921507243,0.9763626066098081,1.4966742753982545,0.9649999976158142
1.4846123158296287,0.9771122068230277,1.4968212485313415,0.9639999985694885
1.4842407104811435,0.9772121535181236,1.4971205711364746,0.9642999947071076
1.482676022469616,0.9788113006396588,1.4958898663520812,0.9655999958515167
1.4824685472161023,0.9790445095948828,1.495842659473419,0.9658000051975251
1.4823938425161691,0.9792277452025586,1.4957254648208618,0.965200001001358
1.4824087915898385,0.9792444029850746,1.49587082862854,0.9656000077724457
1.4823304532941726,0.9791277985074627,1.496138870716095,0.9647999942302704
1.482162495793056,0.9793943230277186,1.495824408531189,0.9656000077724457
1.4821877900217133,0.9793443496801706,1.4959195256233215,0.9655999958515167
1.4822644943367445,0.9793443496801706,1.4956824898719787,0.9652999997138977
