train_loss,train_acc,test_loss,test_acc
2.2985861337006983,0.13142990405117272,2.2933215618133547,0.10230000019073486
2.285725351081474,0.10039645522388059,2.2772430658340452,0.09649999886751175
2.2682546379723783,0.12190165245202558,2.25706090927124,0.15990000069141388
2.245036365635105,0.18685034648187634,2.2337767124176025,0.20049999803304672
2.227621332414623,0.22106543176972282,2.219918465614319,0.24770000129938125
2.213306294321251,0.2649087153518124,2.206550669670105,0.2679000020027161
2.2011106598860164,0.26194363006396587,2.1932235240936278,0.2626000016927719
2.186643597413736,0.27630263859275056,2.1759631395339967,0.30789999961853026
2.1689731190199537,0.3399853411513859,2.1581801414489745,0.3662999987602234
2.1492029286142604,0.38309568230277186,2.1383756399154663,0.38939999639987943
2.1311622410694926,0.40440098614072495,2.1204971790313722,0.42120000422000886
2.1153458143348125,0.4331523187633262,2.106356072425842,0.44070000350475313
2.1027037989356114,0.4398654051172708,2.089934158325195,0.45000000298023224
2.08655929006239,0.4462286780383795,2.074694871902466,0.45259999930858613
2.074187083412081,0.44701159381663114,2.0625331163406373,0.4562000036239624
2.0640644506096586,0.44772787846481876,2.0513760566711428,0.4594999969005585
2.053263373974798,0.45074293710021324,2.0394372582435607,0.46469999849796295
2.0429443371321345,0.4541910980810235,2.034870994091034,0.46020000278949735
2.0380688629933257,0.4534581556503198,2.0278504371643065,0.46399999856948854
2.0298232602666437,0.45599013859275056,2.018189489841461,0.4665000021457672
2.0199758410453796,0.4631529850746269,2.0110382795333863,0.4799999982118607
2.0152511036218104,0.48660714285714285,2.0094266057014467,0.49479999840259553
2.0099315502241986,0.4969849413646055,1.9997125625610352,0.5095999985933304
2.001464477480093,0.5124600213219617,1.992120635509491,0.5310000061988831
1.992953939859801,0.5337986407249466,1.9818195104599,0.5421000003814698
1.9809499844305043,0.5436100746268657,1.9701314926147462,0.5500999957323074
1.970795162196861,0.5494736140724946,1.9634488821029663,0.5539000064134598
1.9655019342263877,0.550756263326226,1.9599919199943543,0.5492999941110611
1.9588055474671728,0.550606343283582,1.9506889462471009,0.556000006198883
1.950877549170431,0.5559701492537313,1.9425151705741883,0.5611000001430512
1.9473076911369112,0.5540545042643923,1.9378693342208861,0.5617000013589859
1.941278947950172,0.5598014392324094,1.9320149302482605,0.5683000057935714
1.9343022551617897,0.5655150586353944,1.926750910282135,0.5705000013113022
