train_loss,train_acc,test_loss,test_acc,time
2.3034270811182602,0.06954624200426439,2.303420376777649,0.06460000053048134,21.77099895477295
2.302895632634031,0.0718949893390192,2.3028653621673585,0.06780000068247319,21.271538019180298
2.3023531096322194,0.07396055437100213,2.3023024559020997,0.07130000069737434,21.11300230026245
2.301784944432631,0.07677571961620469,2.301681137084961,0.07459999993443489,21.358997106552124
2.3011767571923065,0.07945762260127932,2.3010792255401613,0.07770000025629997,21.078010320663452
2.3005531014664085,0.08362206823027718,2.300430917739868,0.08299999982118607,21.1850106716156
2.2999479336016724,0.08913579424307036,2.2997802972793577,0.08740000128746032,21.492511987686157
2.299267899761322,0.09579890724946695,2.2991206884384154,0.09449999928474426,20.979001998901367
2.298565820844443,0.10541044776119403,2.298330855369568,0.1094999998807907,21.272021055221558
2.297792865015042,0.1179870735607676,2.297544002532959,0.12200000062584877,21.473130226135254
2.296979835292678,0.13192963752665246,2.2966720819473267,0.1343999981880188,21.054989337921143
2.296147198311047,0.1459055170575693,2.295864391326904,0.14879999905824662,21.206022262573242
2.295247564437801,0.16203025053304904,2.2948490858078,0.16549999862909318,21.556987762451172
2.294152161459933,0.1808868603411514,2.2936444997787477,0.1866999998688698,21.02700424194336
2.292890014678939,0.20337486673773988,2.292327308654785,0.20910000056028366,21.206007957458496
2.2915711563024947,0.22259794776119404,2.2909277439117433,0.22300000190734864,21.485501527786255
2.289977169240207,0.23364205756929637,2.289170742034912,0.23500000089406967,20.982999563217163
2.2880235099589137,0.2464852078891258,2.2870673894882203,0.24759999811649322,21.202009916305542
2.2856759137944627,0.25513059701492535,2.2843956470489504,0.25559999942779543,21.39787769317627
2.2825426455499773,0.26415911513859275,2.281200909614563,0.2660999983549118,20.98300838470459
2.2792124565222114,0.2654750799573561,2.2773292779922487,0.2599999994039536,21.17099118232727
2.2743710599728484,0.2628431503198294,2.272266173362732,0.25939999967813493,21.36504054069519
2.2689111174296723,0.26102745202558636,2.2664077281951904,0.258399997651577,21.06700038909912
2.2626885028281953,0.26499200426439234,2.260397696495056,0.2653000012040138,21.228061199188232
2.2567184556013484,0.27013925906183367,2.254850172996521,0.27519999742507933,21.02898144721985
2.2511598738525977,0.2783182302771855,2.249555540084839,0.2829999983310699,21.46000075340271
2.246266815199781,0.2903951226012793,2.2449339866638183,0.29979999661445617,21.347994804382324
2.2419541474344378,0.3056703091684435,2.2406896114349366,0.3178999960422516,21.050021648406982
2.237814781508212,0.3189132462686567,2.236463451385498,0.32699999809265134,21.57698965072632
2.2335725880380886,0.3269422974413646,2.2317636489868162,0.33359999656677247,21.281030654907227
2.2287437282899805,0.3309068496801706,2.2266456842422486,0.3328000009059906,21.029996633529663
2.223711852071636,0.3267757196162047,2.220931625366211,0.32720000147819517,21.532009601593018
2.2175614457648956,0.3184801439232409,2.2138320446014403,0.31979999840259554,21.02302598953247
2.210536766662272,0.3123001066098081,2.2061919450759886,0.3137999981641769,21.10498356819153
2.2025574641441232,0.3076192697228145,2.1977452993392945,0.3118000000715256,21.271013975143433
2.1945240977984755,0.30946828358208955,2.1895107984542848,0.318900004029274,20.962042093276978
2.185715292562554,0.3155983475479744,2.1800794124603273,0.324399995803833,21.14799928665161
2.1763119458643865,0.3239772121535181,2.1700357675552366,0.3350000023841858,21.484989166259766
2.1663518363733028,0.3352212153518124,2.1593101978302003,0.34820000231266024,21.011000156402588
2.155944790921486,0.3479810767590618,2.1484129190444947,0.36369999647140505,21.157991647720337
2.1456044503112337,0.3627731876332623,2.137934374809265,0.3794999986886978,21.41807985305786
2.135600000047989,0.37894789445628996,2.1273037433624267,0.3942999988794327,21.00599694252014
2.1255343067112253,0.3932069562899787,2.1168183088302612,0.4067999988794327,21.102001190185547
2.115282074474831,0.4066664445628998,2.1054241180419924,0.42120000123977663,21.490002870559692
2.104660647001856,0.4181103411513859,2.0945157289505003,0.42990000545978546,21.11200475692749
2.094945420334334,0.4255896855010661,2.084297466278076,0.4364000022411346,21.116994619369507
2.0857914282060634,0.43153651385927505,2.0748569488525392,0.44090000092983245,21.327082633972168
2.0774207079588476,0.4371501865671642,2.066557240486145,0.4462999999523163,20.95999264717102
2.070318618054583,0.4427805170575693,2.059709930419922,0.4544000029563904,21.099003314971924
2.06390775889476,0.45282515991471217,2.052522361278534,0.4675000011920929,21.353033781051636
2.0601965002159575,0.4594049840085288,2.0519246459007263,0.468599995970726,20.92399573326111
2.059747923538883,0.4607875799573561,2.051349174976349,0.4702000021934509,21.156997203826904
2.0591368077914596,0.4620702292110874,2.050702953338623,0.47160000205039976,21.452126502990723
2.058513044167175,0.4634694829424307,2.0500795364379885,0.47249999940395354,20.980000257492065
2.0579429835653,0.464902052238806,2.0494236588478087,0.47430000007152556,21.202004432678223
2.0572845015698658,0.46613472814498935,2.04877907037735,0.47529999911785126,21.183202981948853
2.0567416194151207,0.4673340884861407,2.0481783509254456,0.47719999551773074,21.16400384902954
2.056237534800572,0.4685667643923241,2.0475680351257326,0.47899999618530276,21.09999918937683
2.0556172150284495,0.46986607142857145,2.046949017047882,0.4810000002384186,21.11301875114441
2.0550032884581513,0.4714485607675906,2.0463151216506956,0.48240000009536743,21.413978576660156
2.0544653358235796,0.4724813432835821,2.0456721782684326,0.48410000205039977,21.01654076576233
2.0539394906843143,0.47368070362473347,2.045111656188965,0.48539999723434446,21.088002681732178
2.053324108057693,0.47491337953091683,2.0444892168045046,0.4867000043392181,21.528993606567383
2.052871950272558,0.4758795309168444,2.043944311141968,0.4882999986410141,20.909037590026855
